cik,ticker,company,sic,afs,form,period,priceable
46250,HWKN,HAWKINS INC,5160,1-LAF,10-Q,20231231,Y
46619,HEI,HEICO CORP,3724,1-LAF,10-Q,20240131,Y
46765,HP,"HELMERICH & PAYNE, INC.",1381,1-LAF,10-Q,20231231,Y
47111,HSY,HERSHEY CO,2060,1-LAF,10-K,20231231,Y
47217,HPQ,HP INC,3570,1-LAF,10-Q,20240131,Y
47307,,CRAWFORD UNITED CORP,3823,4-NON,10-K,20231231,N
48287,HNI,HNI CORP,2522,1-LAF,10-K,20231231,Y
48465,HRL,HORMEL FOODS CORP /DE/,2011,1-LAF,10-Q,20240131,Y
48898,HUBB,HUBBELL INC,3670,1-LAF,10-K,20231231,Y
49071,HUM,HUMANA INC,6324,1-LAF,10-K,20231231,Y
49196,HBAN,HUNTINGTON BANCSHARES INC /MD/,6021,1-LAF,10-K,20231231,Y
49600,EGP,EASTGROUP PROPERTIES INC,6798,1-LAF,10-K,20231231,Y
49754,DIN,"DINE BRANDS GLOBAL, INC.",5812,1-LAF,10-K,20231231,Y
49826,ITW,ILLINOIS TOOL WORKS INC,3560,1-LAF,10-K,20231231,Y
49938,IMO,IMPERIAL OIL LTD,2911,1-LAF,10-K,20231231,Y
50292,IEHC,IEH CORP,3678,4-NON,10-Q,20231231,Y
50471,TRAK,"REPOSITRAK, INC.",7374,4-NON,10-Q,20231231,Y
50493,IMKTA,INGLES MARKETS INC,5411,1-LAF,10-Q,20231231,Y
50725,GFF,GRIFFON CORP,3442,1-LAF,10-Q,20231231,Y
50863,INTC,INTEL CORP,3674,1-LAF,10-K,20231231,Y
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,1-LAF,10-K,20231231,Y
51253,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,2860,1-LAF,10-K,20231231,Y
51434,IP,INTERNATIONAL PAPER CO /NEW/,2621,1-LAF,10-K,20231231,Y
51644,,"INTERPUBLIC GROUP OF COMPANIES, INC.",7311,1-LAF,10-K,20231231,N
52827,RYN,RAYONIER INC,6798,1-LAF,10-K,20231231,Y
52988,J,JACOBS SOLUTIONS INC.,1600,1-LAF,10-Q,20231231,Y
54187,MAYS,MAYS J W INC,6512,4-NON,10-Q,20240131,Y
54381,,KAMAN CORP,3760,1-LAF,10-K,20231231,N
55067,,KELLANOVA,2040,1-LAF,10-K,20231231,N
55135,KELYA,KELLY SERVICES INC,7363,2-ACC,10-K,20231231,Y
55234,GAMG,KENILWORTH SYSTEMS CORP,7990,4-NON,10-K,20231231,Y
55242,KMT,KENNAMETAL INC,3541,1-LAF,10-Q,20231231,Y
55529,KEQU,KEWAUNEE SCIENTIFIC CORP /DE/,3821,4-NON,10-Q,20240131,Y
55785,KMB,KIMBERLY CLARK CORP,2670,1-LAF,10-K,20231231,Y
56047,KEX,KIRBY CORP,4400,1-LAF,10-K,20231231,Y
56679,KFY,KORN FERRY,7361,1-LAF,10-Q,20240131,Y
56701,KOSS,KOSS CORP,3651,4-NON,10-Q,20231231,Y
56978,KLIC,KULICKE & SOFFA INDUSTRIES INC,3674,1-LAF,10-Q,20231231,Y
57131,LZB,LA-Z-BOY INC,2510,1-LAF,10-Q,20240131,Y
57515,MZTI,LANCASTER COLONY CORP,2030,1-LAF,10-Q,20231231,Y
58361,LEE,"LEE ENTERPRISES, INC",2711,2-ACC,10-Q,20231231,Y
58492,LEG,LEGGETT & PLATT INC,2510,1-LAF,10-K,20231231,Y
59255,VHI,VALHI INC /DE/,2810,4-NON,10-K,20231231,Y
59440,,VECTOR GROUP LTD,2111,1-LAF,10-K,20231231,N
59478,LLY,ELI LILLY & CO,2834,1-LAF,10-K,20231231,Y
59527,LECO,LINCOLN ELECTRIC HOLDINGS INC,3540,1-LAF,10-K,20231231,Y
59558,LNC,LINCOLN NATIONAL CORP,6311,1-LAF,10-K,20231231,Y
60086,L,LOEWS CORP,6331,1-LAF,10-K,20231231,Y
60519,LPX,LOUISIANA-PACIFIC CORP,2400,1-LAF,10-K,20231231,Y
60667,LOW,LOWES COMPANIES INC,5211,1-LAF,10-K,20240131,Y
60714,LXU,"LSB INDUSTRIES, INC.",2810,2-ACC,10-K,20231231,Y
61398,,TELLURIAN INC. /DE/,1311,1-LAF,10-K,20231231,N
61986,MTW,MANITOWOC CO INC,3531,2-ACC,10-K,20231231,Y
62234,MCS,MARCUS CORP,7830,2-ACC,10-K,20231231,Y
62709,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",6411,1-LAF,10-K,20231231,Y
62996,MAS,MASCO CORP /DE/,3430,1-LAF,10-K,20231231,Y
63276,MAT,MATTEL INC /DE/,3942,1-LAF,10-K,20231231,Y
63296,MATW,MATTHEWS INTERNATIONAL CORP,3360,1-LAF,10-Q,20231231,Y
63330,MLP,MAUI LAND & PINEAPPLE CO INC,6500,4-NON,10-K,20231231,Y
63754,MKC,MCCORMICK & CO INC,2090,1-LAF,10-Q,20240229,Y
63908,MCD,MCDONALDS CORP,5812,1-LAF,10-K,20231231,Y
64040,SPGI,S&P GLOBAL INC.,7320,1-LAF,10-K,20231231,Y
64472,GENC,GENCOR INDUSTRIES INC,3531,2-ACC,10-Q,20231231,Y
64803,CVS,CVS HEALTH CORP,5912,1-LAF,10-K,20231231,Y
64996,MCY,MERCURY GENERAL CORP,6331,1-LAF,10-K,20231231,Y
65270,MEI,METHODE ELECTRONICS INC,3678,1-LAF,10-Q,20240131,Y
65312,EVI,"EVI INDUSTRIES, INC.",7200,2-ACC,10-Q,20231231,Y
65759,,MICROPAC INDUSTRIES INC,3674,4-NON,10-K,20231130,N
65770,MVIS,"MICROVISION, INC.",3679,1-LAF,10-K,20231231,Y
65984,ETR,ENTERGY CORP /DE/,4911,1-LAF,10-K,20231231,Y
66004,MSEX,MIDDLESEX WATER CO,4941,1-LAF,10-K,20231231,Y
66382,MLKN,"MILLERKNOLL, INC.",2520,1-LAF,10-Q,20231130,Y
66418,MXC,MEXCO ENERGY CORP,1311,4-NON,10-Q,20231231,Y
66570,MSA,MSA SAFETY INC,3842,1-LAF,10-K,20231231,Y
66740,MMM,3M CO,3841,1-LAF,10-K,20231231,Y
66756,,ALLETE INC,4931,1-LAF,10-K,20231231,N
67215,DY,DYCOM INDUSTRIES INC,1623,1-LAF,10-K,20240131,Y
67347,MOD,MODINE MANUFACTURING CO,3714,2-ACC,10-Q,20231231,Y
67716,MDU,MDU RESOURCES GROUP INC,1400,1-LAF,10-K,20231231,Y
67887,MOG-A,MOOG INC.,3590,1-LAF,10-Q,20231231,Y
68505,MSI,"MOTOROLA SOLUTIONS, INC.",3663,1-LAF,10-K,20231231,Y
68622,CTGG,QWEST CORP,4813,4-NON,10-K,20231231,Y
69422,INTG,INTERGROUP CORP,6513,4-NON,10-Q,20231231,Y
69488,MYE,MYERS INDUSTRIES INC,3089,2-ACC,10-K,20231231,Y
69633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",3669,1-LAF,10-Q,20231231,Y
69733,NATH,"NATHANS FAMOUS, INC.",5812,2-ACC,10-Q,20231231,Y
69891,FIZZ,NATIONAL BEVERAGE CORP,2086,1-LAF,10-Q,20240131,Y
70145,NFG,NATIONAL FUEL GAS CO,4924,1-LAF,10-Q,20231231,Y
70318,THC,TENET HEALTHCARE CORP,8062,1-LAF,10-K,20231231,Y
70487,NRC,NATIONAL RESEARCH CORP,8731,2-ACC,10-K,20231231,Y
70502,NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,6159,4-NON,10-Q,20231130,Y
70858,BAC,BANK OF AMERICA CORP /DE/,6021,1-LAF,10-K,20231231,Y
70866,VYX,NCR VOYIX CORP,3578,1-LAF,10-K,20231231,Y
71557,NUVR,"NUVERA COMMUNICATIONS, INC.",4813,2-ACC,10-K,20231231,Y
71691,NYT,NEW YORK TIMES CO,2711,1-LAF,10-K,20231231,Y
71829,NPKI,NEWPARK RESOURCES INC,3533,2-ACC,10-K,20231231,Y
72162,NL,NL INDUSTRIES INC,2810,4-NON,10-K,20231231,Y
72331,NDSN,NORDSON CORP,3569,1-LAF,10-Q,20240131,Y
72333,,NORDSTROM INC,5651,1-LAF,10-K,20240131,N
72444,VXRT,"VAXART, INC.",2836,4-NON,10-K,20231231,Y
72573,MOV,MOVADO GROUP INC,3873,2-ACC,10-K,20240131,Y
72741,ES,EVERSOURCE ENERGY,4911,1-LAF,10-K,20231231,Y
72903,XEL,XCEL ENERGY INC,4931,1-LAF,10-K,20231231,Y
72909,,NORTHERN STATES POWER CO /WI/,4931,4-NON,10-K,20231231,N
72971,WFC,WELLS FARGO & COMPANY/MN,6021,1-LAF,10-K,20231231,Y
73124,NTRS,NORTHERN TRUST CORP,6022,1-LAF,10-K,20231231,Y
73290,BMRA,BIOMERICA INC,2835,4-NON,10-Q,20231130,Y
73309,NUE,NUCOR CORP,3312,1-LAF,10-K,20231231,Y
73756,OII,OCEANEERING INTERNATIONAL INC,1389,1-LAF,10-K,20231231,Y
74046,ODC,OIL-DRI CORP OF AMERICA,3990,2-ACC,10-Q,20240131,Y
74208,UDR,"UDR, INC.",6798,1-LAF,10-K,20231231,Y
74260,ORI,OLD REPUBLIC INTERNATIONAL CORP,6351,1-LAF,10-K,20231231,Y
74303,OLN,OLIN CORP,2800,1-LAF,10-K,20231231,Y
75208,,OVERSEAS SHIPHOLDING GROUP INC,4412,2-ACC,10-K,20231231,N
75252,ACH,OWENS & MINOR INC/VA/,5047,1-LAF,10-K,20231231,Y
75362,PCAR,PACCAR INC,3711,1-LAF,10-K,20231231,Y
75677,PKG,PACKAGING CORP OF AMERICA,2650,1-LAF,10-K,20231231,Y
76267,PKE,PARK AEROSPACE CORP,3728,4-NON,10-Q,20231130,Y
76282,PKOH,PARK OHIO HOLDINGS CORP,3460,2-ACC,10-K,20231231,Y
76334,PH,PARKER HANNIFIN CORP,3490,1-LAF,10-Q,20231231,Y
76605,PATK,PATRICK INDUSTRIES INC,3714,1-LAF,10-K,20231231,Y
77360,PNR,PENTAIR PLC,3550,1-LAF,10-K,20231231,Y
77476,PEP,PEPSICO INC,2080,1-LAF,10-K,20231231,Y
77543,TPC,TUTOR PERINI CORP,1540,2-ACC,10-K,20231231,Y
78003,PFE,PFIZER INC,2834,1-LAF,10-K,20231231,Y
78128,WTRG,"ESSENTIAL UTILITIES, INC.",4941,1-LAF,10-K,20231231,Y
78150,PHI,PLDT INC.,4813,1-LAF,20-F,20231231,Y
78749,AGYS,AGILYSYS INC,7373,1-LAF,10-Q,20231231,Y
78814,PBI,PITNEY BOWES INC /DE/,3579,1-LAF,10-K,20231231,Y
78890,BCO,BRINKS CO,4731,1-LAF,10-K,20231231,Y
79282,BRO,"BROWN & BROWN, INC.",6411,1-LAF,10-K,20231231,Y
79661,PRSI,PORTSMOUTH SQUARE INC,6552,4-NON,10-Q,20231231,Y
79879,PPG,PPG INDUSTRIES INC,2851,1-LAF,10-K,20231231,Y
80035,PLPC,PREFORMED LINE PRODUCTS CO,1623,2-ACC,10-K,20231231,Y
80172,NPK,NATIONAL PRESTO INDUSTRIES INC,3480,2-ACC,10-K,20231231,Y
80420,POWL,POWELL INDUSTRIES INC,3613,2-ACC,10-Q,20231231,Y
80424,PG,PROCTER & GAMBLE CO,2840,1-LAF,10-Q,20231231,Y
80661,PGR,PROGRESSIVE CORP/OH/,6331,1-LAF,10-K,20231231,Y
81018,,PUBLIC SERVICE CO OF COLORADO,4931,4-NON,10-K,20231231,N
81061,,PUBLIX SUPER MARKETS INC,5411,4-NON,10-K,20231231,N
81362,KWR,QUAKER CHEMICAL CORP,2990,1-LAF,10-K,20231231,Y
81955,RAND,RAND CAPITAL CORP,,4-NON,10-K,20231231,Y
82020,USLM,UNITED STATES LIME & MINERALS INC,1400,2-ACC,10-K,20231231,Y
82811,RRX,REGAL REXNORD CORP,3621,1-LAF,10-K,20231231,Y
83246,,HSBC USA INC /MD/,6021,4-NON,10-K,20231231,N
83350,RSRV,RESERVE PETROLEUM CO,1311,4-NON,10-K,20231231,Y
84112,RSKIA,"GEORGE RISK INDUSTRIES, INC.",3669,4-NON,10-Q,20240131,Y
84246,RLI,RLI CORP,6331,1-LAF,10-K,20231231,Y
84748,ROG,ROGERS CORP,2821,1-LAF,10-K,20231231,Y
84839,ROL,ROLLINS INC,7340,1-LAF,10-K,20231231,Y
85535,RGLD,ROYAL GOLD INC,6795,1-LAF,10-K,20231231,Y
85961,R,RYDER SYSTEM INC,7510,1-LAF,10-K,20231231,Y
86115,SFES,SAFEGUARD SCIENTIFICS INC,6799,4-NON,10-K,20231231,Y
86312,TRV,"TRAVELERS COMPANIES, INC.",6331,1-LAF,10-K,20231231,Y
87050,NEON,NEONODE INC.,3679,4-NON,10-K,20231231,Y
87347,SLB,SCHLUMBERGER LIMITED/NV,1389,1-LAF,10-K,20231231,Y
