ticker,company,sector,sector_src,sic,sic_description,score,band,confidence,periods,period_basis,growth_basis,as_of,window_end,valuation_basis,growth,profitability,quality,health,valuation,momentum,flags,rev_cagr,rev_yoy,eps_cagr,net_margin,ebit_margin,gross_margin,margin_delta,profitable_q,growth_sd,share_change,pe,ps,peg,pe_vs_own,ret_12m,ret_6m,drawdown,volatility,dollar_volume,market_cap,fcf_ttm,fcf_margin,fcf_conversion,p_fcf,pe_reported,pe_mcap,market_cap_source,currency,equity,total_debt,net_debt,cash,assets,net_debt_to_ebitda,interest_coverage,current_ratio,debt_to_equity,roe,equity_ratio,cash_runway_q,revenue_size,peer_net_margin_median,peer_pctile_net_margin,G1_revenue_cagr,G2_revenue_yoy,G3_eps_cagr,G4_acceleration,P1_net_margin_vs_peers,P2_ebit_margin_vs_peers,P3_gross_margin_vs_peers,P4_net_margin_absolute,P5_profitable_quarters,Q1_margin_trend,Q2_growth_stability,Q3_share_count,Q5_cash_conversion,Q4_earnings_streak,H1_net_debt_to_ebitda,H2_interest_coverage,H3_current_ratio,H4_equity_ratio,H5_cash_runway,H6_size_floor,V1_pe_vs_peers,V2_ps_vs_peers,V3_peg,V4_pe_vs_history,V5_price_to_fcf,M1_return_12m,M2_return_6m,M3_drawdown,M4_volatility,M5_liquidity,sector_rank_pct,sector_n
FWRD,FORWARD AIR CORP,Industrials,sic,4731,,77.8,Above average,0.87,18,quarterly,3y,2022-12,2022-12-31,monthly_est,8.2,15.6,16.8,18.7,13.3,13.0,,17.54,18.71,32.78,9.79,13.48,,2.62,11,11.85,-4.83,14.7,1.44,0.84,0.55,-12.56,14.56,-12.56,9.66,350972874.49,2839528459.0,,,,,14.7,14.7,monthly_est,USD,707244000.0,106588000.0,60766000.0,45822000.0,1208076000.0,0.19,51.77,1.8,0.15,27.32,0.59,,1973403000.0,3.57,77,6.5,4,4,2,4.8,3.2,,3,2.25,4,2.4,4,,3,3.6,3,3.2,5,,2,3.9,1.75,3,2,,2,3,3,2.5,2.5,95,614
UFPT,UFP TECHNOLOGIES INC,Health Care,sic,3841,,77.8,Above average,0.53,18,quarterly,3y,2022-12,2022-12-31,monthly_est,10.0,20.0,8.6,19.5,9.0,18.5,,,,36.56,,,,,12,,,21.89,,,0.76,67.79,48.16,-1.8,9.27,64629357.27,914737000.0,3964000.0,,9.49,230.76,21.89,21.89,monthly_est,USD,237545000.0,55000000.0,50549000.0,4451000.0,378192000.0,0.75,20.05,2.08,0.23,17.59,0.63,,,-64.99,,,,4,,,,,,3,,,,0.0,3,3.6,3,4,5,,,3.9,,,1.5,0.0,6,4,4,2.5,2,99,857
AX,"AXOS FINANCIAL, INC.",Financials,sic,6035,,77.8,Above average,0.33,16,quarterly,3y,2022-12,2022-12-31,monthly_est,,20.0,17.7,,13.5,11.0,leverage_not_applicable,,,,,,,,12,,-2.33,8.6,,,0.82,-31.64,6.61,-32.49,11.63,276404409.14,2233152994.0,,,,,8.6,8.6,monthly_est,USD,1787559000.0,334077000.0,-1618436000.0,1952513000.0,18741035000.0,,,,0.19,14.53,0.1,,,7.21,,,,,,,,,,3,,,3.2,,3,,,,,,,3.9,,,1.5,,1,3,2,2.5,2.5,80,656
BWFG,"BANKWELL FINANCIAL GROUP, INC.",Financials,sic,6022,,77.8,Above average,0.6,18,quarterly,3y,2022-12,2022-12-31,monthly_est,10.0,20.0,16.8,,12.7,10.5,leverage_not_applicable,,22.94,27.34,3491.51,,,,12,12.34,-0.43,6.21,216.7,,0.52,-8.2,-4.02,-16.61,11.03,18413744.76,232301573.0,77710000.0,7249.07,207.62,2.99,6.21,6.21,monthly_est,USD,238469000.0,,,,3252449000.0,,,,,15.7,0.07,,1072000.0,7.21,99,,5,4,,6.0,,,4,3,,2.4,3.2,4,3,,,,,,,4.8,0.0,,2,4,2,2,3,2.5,1,81,656
CXT,"CRANE HOLDINGS, CO.",Industrials,sic,3490,,77.7,Above average,0.87,14,quarterly,2y,2022-12,2022-12-31,monthly_est,5.2,14.9,17.0,14.9,17.5,16.0,,7.2,4.36,50.43,11.88,10.95,,5.72,11,13.92,-2.48,5.01,0.6,0.7,1.0,0.64,15.8,-5.89,11.1,539222617.63,2008967535.0,,,,,5.01,5.01,monthly_est,USD,1901400000.0,545100000.0,-112500000.0,657600000.0,4390200000.0,-0.23,7.08,1.18,0.29,21.09,0.43,,3374900000.0,3.57,83,3.5,2,4,1,4.8,2.6,,3,2.25,5,2.4,3.2,,3,4,1.8,1.6,4,,2,6.0,4.0,3,1,,3.5,3,4,2.5,3,94,614
EME,"EMCOR GROUP, INC.",Industrials,sic,1731,,77.7,Above average,0.37,17,quarterly,3y,2022-12,2022-12-31,monthly_est,,15.0,20.0,14.2,10.0,18.5,,,,,,,,,11,,,17.1,,,1.04,16.81,44.22,-4.38,8.76,815586105.31,6942925868.0,,,,,17.1,17.1,monthly_est,USD,1973589000.0,231625000.0,-224814000.0,456439000.0,5524607000.0,,,1.26,0.12,20.58,0.36,,,3.57,,,,,,,,,,2.25,,,,,3,,,2.4,4,,,3.0,,,1,,5,4,4,2.5,3,94,614
EXE,CHESAPEAKE ENERGY CORP,Energy,sic,1311,,77.7,Above average,0.77,18,quarterly,3y,2022-12,2022-12-31,monthly_est,8.1,14.3,10.5,15.8,16.7,20.0,,9.52,111.62,,42.03,32.19,,138.05,5,154.48,,2.76,1.16,0.29,,62.34,23.04,,,3977106873.94,13642691196.0,2302000000.0,19.6,46.64,5.93,2.76,2.76,monthly_est,USD,9124000000.0,3093000000.0,2963000000.0,130000000.0,15468000000.0,0.54,23.62,1.0,0.34,54.1,0.59,,11743000000.0,12.28,88,5,5,,3,4.8,2.6,,4,0.75,5,0.0,,1.4,2,3.6,3,0.6,5,,2,4.8,3.25,3,,4,6,4,,,3,91,123
HUBG,"HUB GROUP, INC.",Industrials,sic,4731,,77.7,Above average,0.93,18,quarterly,3y,2022-12,2022-12-31,monthly_est,8.5,12.1,14.2,18.9,17.8,14.0,,13.34,26.18,49.26,6.68,8.89,16.66,3.76,12,13.48,0.67,6.74,0.45,0.51,0.41,-5.64,12.05,-5.82,8.09,391726070.67,2405387717.0,239023000.0,4.48,66.96,10.06,6.74,6.74,monthly_est,USD,1599602000.0,,,286642000.0,2810081000.0,,71.58,1.53,,22.31,0.57,,5340490000.0,3.57,65,5,5,4,3,3.9,2.6,0.6,2,3,4,2.4,2.4,2.4,3,,3,3.2,5,,2,4.8,4.0,3,2,4,2,3,4,2.5,2.5,94,614
DINO,HF SINCLAIR CORP,Energy,sic,4610,,77.7,Above average,0.73,9,quarterly,insufficient,2022-12,2022-12-31,monthly_est,10.0,8.2,13.8,19.6,17.4,16.5,,,107.76,,7.65,10.61,,,7,31.37,,3.45,0.26,,0.55,61.94,16.53,-16.76,15.46,2296984345.6,10082338758.0,3292116000.0,8.62,112.64,3.06,3.45,3.45,monthly_est,USD,9243815000.0,3255472000.0,1590406000.0,1665066000.0,18125483000.0,0.34,23.08,2.08,0.35,31.62,0.51,,38204839000.0,12.28,44,,5,,,2.1,1.4,,2,1.5,,1.6,,4,2,3.6,3,4,5,,2,4.8,4.0,,2,4,6,3,3,1.5,3,92,123
DIOD,DIODES INC /DEL/,Information Technology,sic,3674,,77.6,Above average,0.93,17,quarterly,3y,2022-12,2022-12-31,monthly_est,7.2,16.1,15.8,20.0,15.2,11.0,,17.0,10.83,34.64,16.56,20.4,41.35,4.29,12,18.96,-11.5,10.59,1.75,0.62,0.57,-30.66,17.92,-30.66,12.06,437054670.12,3508381348.0,180773000.0,9.04,54.57,19.41,10.59,10.59,monthly_est,USD,1513645000.0,1693000.0,-335039000.0,336732000.0,2288312000.0,,49.06,2.69,0.0,21.89,0.66,,2000580000.0,-4.21,85,6.5,4,4,0.0,4.8,3.2,1.05,4,3,4,2.4,4,2.4,3,,3,4,5,,2,4.8,3.25,3,2,2.2,1,3,2,2.5,2.5,95,579
LPX,LOUISIANA-PACIFIC CORP,,,2400,,77.6,Above average,0.9,14,quarterly,2y,2022-12,2022-12-31,monthly_est,5.2,18.2,15.2,20.0,15.2,11.5,,20.14,-11.62,75.01,26.99,32.95,38.25,9.09,11,55.07,-27.37,3.88,1.05,0.19,1.13,-23.38,13.82,-23.38,14.69,1501437992.54,4211828886.0,732000000.0,18.19,67.4,5.75,3.88,3.88,monthly_est,USD,1433000000.0,346000000.0,-23000000.0,369000000.0,2350000000.0,,,2.54,0.24,75.79,0.61,,4024000000.0,3.9,95,6.5,0.0,4,0.0,6.0,4.0,1.95,4,2.25,5,0.8,4,2.4,3,,,4,5,,2,6.0,1.75,3,0.5,4,1,3,3,1.5,3,,
CVCO,CAVCO INDUSTRIES INC.,,,2451,,77.6,Above average,0.77,17,quarterly,3y,2022-12,2022-12-31,monthly_est,10.0,12.9,15.7,20.0,15.6,11.0,,,52.07,,11.37,14.38,25.96,,12,20.87,-3.18,7.65,0.87,,0.39,-28.77,15.44,-28.77,11.4,295257373.25,1888161161.0,197811000.0,9.11,80.13,9.55,7.65,7.65,monthly_est,USD,955500000.0,,,376148000.0,1264474000.0,,424.23,2.99,,25.84,0.76,,2171812000.0,3.9,64,,5,,,3.9,2.0,1.05,3,3,,1.6,4,3.2,3,,3,4,5,,2,4.8,2.5,,2,4,1,3,2,2.5,2.5,,
GHI,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",Financials,sic,6199,,77.6,Above average,0.6,13,quarterly,2y,2022-12,2022-12-31,monthly_est,7.2,18.8,17.3,,13.5,13.0,leverage_not_applicable,20.83,18.44,,80.87,,,67.89,11,14.51,,6.7,5.42,0.32,0.49,0.24,0.72,-7.34,8.23,16072745.46,439389648.0,,,,,6.7,6.7,monthly_est,USD,,,,51188416.0,1567129565.0,,,,,,,,81073577.0,7.21,92,6.5,4,,1,6.0,,,4,2.25,5,2.4,,,3,,,,,,,4.8,1.0,3,2,,3.5,2,4,2.5,1,80,656
POWL,POWELL INDUSTRIES INC,Information Technology,sic,3613,,77.5,Above average,0.9,15,quarterly,2y,2022-12,2022-12-31,monthly_est,6.8,9.4,13.8,18.5,19.2,17.5,,6.12,17.49,13.83,3.21,2.28,16.47,0.46,7,14.04,1.42,8.04,0.26,1.31,0.69,24.34,53.53,-4.59,13.86,26190117.02,142621174.0,18961000.0,3.43,106.85,7.52,8.04,8.04,monthly_est,USD,298472000.0,0.0,-101954000.0,99632000.0,513672000.0,,,1.91,0.0,5.95,0.58,,552871000.0,-4.21,62,3.5,4,3,3,3.9,2.0,0.0,2,1.5,3,2.4,2.4,4,2,,,3.2,5,,2,6.0,5.0,2.25,2,4,5,4,4,2.5,2,95,579
OSIS,OSI SYSTEMS INC,Information Technology,sic,3674,,77.5,Above average,0.47,16,quarterly,3y,2022-12,2022-12-31,monthly_est,,20.0,15.4,15.4,14.2,12.5,,,,,,,,,12,,,13.17,,,0.7,-14.68,-6.93,-21.76,7.48,167646354.55,1370528331.0,54024000.0,,51.9,25.37,13.17,13.17,monthly_est,USD,647754000.0,148157000.0,102557000.0,45600000.0,1466230000.0,0.68,,1.43,0.23,16.07,0.44,,,-4.21,,,,,,,,,,3,,,,2.4,3,3.6,,2.4,4,,,4.8,,,1.5,2.2,2,2,3,3,2.5,95,579
WU,WESTERN UNION CO,Industrials,sic,7389,,77.5,Above average,0.77,14,quarterly,2y,2022-12,2022-12-31,monthly_est,2.0,19.1,16.6,20.0,17.1,10.5,,-3.79,-11.74,14.66,20.35,19.77,,4.95,12,9.93,-7.2,5.19,1.06,,0.68,-17.92,-13.54,-41.21,8.64,1458920160.7,4729705950.0,549700000.0,12.28,60.37,8.6,5.19,5.19,monthly_est,USD,,,,1285900000.0,8496300000.0,,,,,,,,4475500000.0,3.57,94,1,0.0,3,0.0,6.0,3.2,,4,3,4,3.2,4,2.4,3,,,,,,2,6.0,2.5,,2,4,2,1,2,2.5,3,94,614
LND,BRASILAGRO - BRAZILIAN AGRICULTURAL REAL ESTATE CO,Consumer Staples,sic,0100,,77.5,Above average,0.17,8,quarterly,insufficient,2022-12,2022-12-31,monthly_est,,,,,,15.5,,,,,,,,,,,,,,,,23.62,33.36,-8.26,15.53,8695651.74,,,,,,,,,USD,,,,,3345263000.0,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,1.5,1,95,151
PBF,PBF ENERGY INC.,Energy,sic,2911,,77.5,Above average,0.9,14,quarterly,2y,2022-12,2022-12-31,monthly_est,8.8,8.2,13.4,17.1,20.0,17.8,,76.01,71.83,,6.14,8.87,,15.35,7,51.71,4.92,1.67,0.1,0.02,0.58,215.81,41.15,-7.43,26.7,2105584440.71,4800842498.0,4138700000.0,8.84,143.86,1.16,1.67,1.67,monthly_est,USD,4929200000.0,1434900000.0,-768700000.0,2203600000.0,13549100000.0,-0.18,16.88,1.26,0.29,58.36,0.36,,46830300000.0,12.28,38,8,5,,1,2.1,1.4,,2,1.5,5,0.8,1.6,4,2,4,3,2.4,4,,2,6.0,5.0,3,2,4,6,4,4,0.75,3,90,123
KRNY,KEARNY FINANCIAL CORP.,Financials,sic,6035,,77.5,Above average,0.4,16,quarterly,3y,2022-12,2022-12-31,monthly_est,,20.0,20.0,,11.0,11.0,leverage_not_applicable,,,,,,,,12,,-21.04,13.34,,,1.19,-20.36,-6.67,-20.78,7.87,70985875.82,634240226.0,87545000.0,,184.12,7.24,13.34,13.34,monthly_est,USD,872640000.0,,,75660000.0,8289318000.0,,,,,5.45,0.11,,,7.21,,,,,,,,,,3,,,4,4,3,,,,,,,2.1,,,0.5,4,1,2,3,3,2,80,656
MCFT,"MASTERCRAFT BOAT HOLDINGS, INC.",Industrials,sic,3730,,77.5,Above average,0.8,16,quarterly,3y,2022-12,2022-12-31,monthly_est,10.0,12.4,14.4,18.7,16.2,13.5,,,20.8,,7.66,13.91,24.72,,10,59.65,-3.66,7.63,0.58,,1.02,-8.68,22.9,-9.67,17.02,54071885.63,428459561.0,117965000.0,16.09,209.99,3.63,7.63,7.63,monthly_est,USD,159822000.0,55113000.0,26052000.0,29061000.0,299757000.0,0.23,52.01,1.88,0.34,35.15,0.53,,733091000.0,3.57,70,,5,,,3.9,3.2,1.05,2,2.25,,0.8,4,4,2,3.6,3,3.2,5,,2,4.8,4.0,,1,4,2,4,4,1.5,2,94,614
GWW,"W.W. GRAINGER, INC.",Industrials,sic,5000,,77.4,Above average,0.93,17,quarterly,3y,2022-12,2022-12-31,monthly_est,8.0,15.9,17.4,16.8,9.9,17.0,,9.86,16.94,25.3,10.16,14.55,38.41,2.77,12,4.88,-6.63,17.74,1.8,1.8,0.74,8.75,23.15,-7.76,8.9,3329562331.17,27440308394.0,1077000000.0,7.07,69.62,25.48,17.74,17.74,monthly_est,USD,2440000000.0,2319000000.0,1994000000.0,325000000.0,7588000000.0,0.82,,2.48,0.95,63.4,0.32,,15228000000.0,3.57,78,5,4,4,3,4.8,3.2,1.95,3,3,4,4,4,2.4,3,3.6,,4,3,,2,3.0,1.75,1.5,1.5,2.2,3.5,4,4,2.5,3,93,614
MHO,"M/I HOMES, INC.",Real Estate,sic,1531,,77.4,Above average,0.8,14,quarterly,2y,2022-12,2022-12-31,monthly_est,7.2,13.8,14.0,20.0,20.0,10.0,,16.46,10.29,44.95,11.88,,,4.0,12,13.18,-2.87,2.67,0.32,0.16,0.61,-25.73,16.44,-34.52,17.58,243622707.05,1312302770.0,174738000.0,4.23,35.61,7.51,2.67,2.67,monthly_est,USD,2070725000.0,,,,3714923000.0,,,,,23.7,0.56,,4131393000.0,10.97,53,6.5,4,4,0.0,3.0,,,3,3,4,2.4,3.2,1.4,3,,,,5,,2,6.0,5.0,3,2,4,1,3,2,1.5,2.5,95,269
RYZ,RYERSON HOLDING CORP,Industrials,sic,5051,,77.4,Above average,0.9,14,quarterly,2y,2022-12,2022-12-31,monthly_est,7.5,10.6,13.4,18.7,19.0,16.0,,35.06,11.42,,6.18,9.15,20.72,8.08,8,38.73,2.2,2.59,0.16,0.07,0.96,18.34,43.65,-16.57,20.4,165631987.61,1014077538.0,396100000.0,6.26,101.3,2.56,2.59,2.59,monthly_est,USD,885100000.0,5800000.0,-33400000.0,39200000.0,2334300000.0,-0.05,,2.33,0.01,44.18,0.38,,6323600000.0,3.57,62,8,4,,0.0,3.9,2.6,0.6,2,1.5,5,0.8,1.6,4,2,4,,4,4,,2,6.0,5.0,3,1,4,5,4,3,1.5,2.5,94,614
ZYME,ZYMEWORKS INC.,Health Care,sic,2834,,77.4,Above average,0.57,10,quarterly,insufficient,2022-12,2022-12-31,monthly_est,,16.5,14.3,20.0,18.7,8.0,,,,,30.14,31.64,,,1,,,4.76,1.44,,,-52.04,48.3,-85.07,16.72,122835999.68,592473422.0,135959000.0,32.96,109.34,4.36,4.76,4.76,monthly_est,USD,492956000.0,,,400912000.0,648725000.0,,,5.7,,25.22,0.76,,412482000.0,-64.99,95,,,,,6.0,4.0,,4,0.0,,,,4,1,,,4,5,,2,6.0,4.0,,,4,0.0,4,0.0,1.5,2.5,99,857
KFY,KORN FERRY,Industrials,sic,7361,,77.3,Above average,0.9,15,quarterly,2y,2022-12,2022-10-31,monthly_est,9.0,15.6,16.8,17.6,17.1,9.0,,27.21,25.77,357.5,11.45,17.41,,10.54,10,22.29,-1.58,8.23,0.94,0.3,0.54,-32.45,-12.0,-33.64,12.82,412530534.71,2687026272.0,378179000.0,13.27,115.81,7.11,8.23,8.23,monthly_est,USD,1578052000.0,395831000.0,-198069000.0,593900000.0,3261735000.0,-0.35,,1.96,0.25,20.69,0.48,,2850826000.0,3.57,81,8,5,4,1,4.8,3.2,,3,2.25,5,1.6,3.2,4,3,4,,3.2,4,,2,4.8,3.25,3,2,4,1,1,2,2.5,2.5,93,614
BTU,PEABODY ENERGY CORP,Energy,sic,1221,,77.3,Above average,0.83,15,quarterly,2y,2022-12,2022-12-31,monthly_est,10.0,12.5,9.8,19.3,16.6,16.8,heavy_dilution,31.5,50.13,,26.48,27.73,,91.52,4,40.8,53.32,2.83,0.75,0.09,0.72,162.36,23.86,-17.28,30.52,3004506618.15,3731524658.0,,,,,2.83,2.83,monthly_est,USD,3231300000.0,320600000.0,-986700000.0,1307300000.0,5610800000.0,-0.58,9.85,2.58,0.1,40.82,0.58,,4981900000.0,12.28,70,8,5,,3,3.9,2.0,,4,0.75,5,0.8,0.0,,2,4,2.4,4,5,,2,4.8,4.0,3,1.5,,6,4,3,0.75,3,89,123
FHB,"FIRST HAWAIIAN, INC.",Financials,sic,6022,,77.2,Above average,0.37,15,quarterly,2y,2022-12,2022-12-31,monthly_est,10.0,20.0,17.7,,7.8,14.0,leverage_not_applicable,,,20.6,,,,,12,,-1.42,12.45,,,0.93,-0.92,16.94,-7.67,10.64,341830150.53,3307080694.0,,,,,12.45,12.45,monthly_est,USD,2269005000.0,0.0,,2399082000.0,24577223000.0,,,,0.0,11.71,0.09,,,7.21,,,,4,,,,,,3,,,3.2,,3,,,,,,,2.1,,,1,,2,3,4,2.5,2.5,80,656
HAL,HALLIBURTON CO,Energy,sic,1389,,77.2,Above average,0.37,15,quarterly,2y,2022-12,2022-12-31,monthly_est,,10.0,13.3,15.4,20.0,18.5,micro_cap,,,,,,,,8,,,0.0,,,,74.45,26.4,-2.12,21.02,8176513943.82,35143.0,,,,,,0.0,monthly_est,USD,7948000000.0,7928000000.0,5582000000.0,2346000000.0,23255000000.0,1.53,,2.05,1.0,19.78,0.34,,,12.28,,,,,,,,,,1.5,,,,,2,3,,4,3,,,6.0,,,,,6,4,4,1.5,3,89,123
HOG,"HARLEY-DAVIDSON, INC.",Industrials,sic,3751,,77.2,Above average,0.9,15,quarterly,2y,2022-12,2022-12-31,monthly_est,6.8,15.6,16.0,14.9,15.8,16.0,,19.14,7.85,2129.35,12.88,15.8,,12.85,10,23.98,-3.04,7.35,0.95,0.38,0.86,12.13,32.37,-11.83,13.8,1345730205.92,5447650563.0,396792000.0,6.89,53.52,13.73,7.35,7.35,monthly_est,USD,2903519000.0,6141834000.0,4708659000.0,1433175000.0,11492476000.0,,29.11,1.34,2.12,25.53,0.25,,5755130000.0,3.57,86,6.5,3,4,0.0,4.8,3.2,,3,2.25,5,1.6,4,2.4,3,,3,2.4,3,,2,4.8,3.25,3,1.5,3.2,3.5,4,3,2.5,3,93,614
AAON,"AAON, INC.",Industrials,sic,3585,,77.2,Above average,0.4,17,quarterly,3y,2022-12,2022-12-31,monthly_est,10.0,20.0,13.1,20.0,6.8,15.0,,,,22.17,,,,,12,,3.89,41.55,,,0.84,-4.55,37.97,-4.97,9.25,259859935.55,4170121457.0,,,,,41.55,41.55,monthly_est,USD,,,,5451000.0,813903000.0,,,2.4,,,,,,3.57,,,,4,,,,,,3,,,1.6,,3,,,4,,,,1.2,,,1.5,,2,4,4,2.5,2.5,93,614
DDS,"DILLARD'S, INC.",Consumer Discretionary,sic,5311,,77.1,Above average,0.63,14,quarterly,2y,2022-12,2022-10-31,monthly_est,8.0,14.3,13.8,16.7,14.5,17.5,,,14.82,,13.22,,,,9,25.29,,5.66,0.75,,0.98,38.66,53.8,-5.76,18.7,1239202039.86,5227070564.0,990975000.0,14.18,107.28,5.27,5.66,5.66,monthly_est,USD,1609354000.0,365918000.0,-303556000.0,532708000.0,3792633000.0,,,1.85,0.23,57.4,0.42,,6987129000.0,3.4,88,,4,,,4.8,,,3,1.5,,1.6,,4,2,,,3.2,4,,2,4.8,2.5,,1,4,5,4,4,1.5,3,98,403
SMBC,"SOUTHERN MISSOURI BANCORP, INC.",Financials,sic,6036,,77.1,Above average,0.43,19,quarterly,3y,2022-12,2022-12-31,monthly_est,7.5,20.0,18.5,,11.8,11.5,leverage_not_applicable,,,13.33,,,,,12,,-0.73,11.88,,,1.05,-10.71,2.07,-15.77,9.71,26155705.83,519311747.0,63827000.0,,146.04,8.14,11.88,11.88,monthly_est,USD,336979000.0,,,53135000.0,3450590000.0,,,,,12.97,0.1,,,7.21,,,,3,,,,,,3,,,3.2,4,3,,,,,,,2.1,,,1,4,2,2,3,2.5,2,80,656
JAKK,JAKKS PACIFIC INC,Consumer Discretionary,sic,3944,,77.1,Above average,0.83,18,quarterly,3y,2022-12,2022-12-31,monthly_est,8.1,11.8,13.5,15.7,20.0,15.8,,9.97,28.19,,11.48,7.66,26.54,20.76,5,34.71,,2.11,0.24,0.21,,72.15,38.15,-21.92,34.25,40178628.3,193139569.0,75710000.0,9.51,82.82,2.55,2.11,2.11,monthly_est,USD,145697000.0,,,85297000.0,405342000.0,,5.45,1.55,,62.74,0.36,,796187000.0,3.4,86,5,5,,3,4.8,2.6,0.6,3,0.75,5,1.6,,3.2,1,,1.8,3.2,4,,2,6.0,5.0,3,,4,6,4,3,0.75,2,98,403
MBUU,"MALIBU BOATS, INC.",Industrials,sic,3730,,77.1,Above average,0.9,15,quarterly,2y,2022-12,2022-12-31,monthly_est,8.5,15.1,14.2,20.0,17.1,10.0,,40.54,25.41,55.58,12.76,17.49,25.18,2.24,12,34.52,-0.98,6.3,0.8,0.16,0.51,-22.45,1.12,-36.29,13.3,204905378.56,1075522193.0,106515000.0,7.96,62.35,10.1,6.29,6.3,monthly_est,USD,566923000.0,70179000.0,20331000.0,49848000.0,860666000.0,,,2.28,0.12,30.13,0.66,,1338436000.0,3.57,85,8,5,4,0.0,4.8,3.2,1.05,3,3,4,1.6,3.2,2.4,3,,,4,5,,2,4.8,3.25,3,2,4,1,2,2,2.5,2.5,93,614
IMKTA,INGLES MARKETS INC,Consumer Staples,sic,5411,,77.0,Above average,0.73,15,quarterly,2y,2022-12,2022-12-31,monthly_est,6.9,12.6,15.5,18.9,,15.5,,10.63,11.4,,4.77,6.61,24.85,0.23,12,4.49,,,,,,12.58,11.63,-4.59,8.49,171543851.11,,144170804.0,2.49,52.25,,,,,USD,1324750578.0,564470203.0,638942926.0,8857460.0,2345303325.0,1.28,17.83,2.67,0.43,20.83,0.56,,5780619629.0,1.06,67,5,4,,2,3.9,2.6,1.05,2,3,3,4,,2.4,3,3,3,4,5,,2,,,,,,3.5,3,4,2.5,2.5,95,151
LSTR,LANDSTAR SYSTEM INC,Industrials,sic,4213,,77.0,Above average,0.9,15,quarterly,2y,2022-12,2022-12-31,monthly_est,8.0,12.8,15.6,17.6,15.6,15.0,,34.14,13.75,53.67,5.79,7.68,,1.15,12,30.77,-4.84,13.44,0.78,0.39,0.81,-7.32,12.46,-7.32,6.67,1079112357.78,5790266736.0,596654000.0,8.02,138.46,9.7,13.44,13.44,monthly_est,USD,887221000.0,67225000.0,-272356000.0,339581000.0,1931879000.0,-0.43,,1.64,0.08,48.57,0.46,,7436562000.0,3.57,60,8,4,4,0.0,3.9,2.0,,2,3,3,1.6,4,4,3,4,,3.2,4,,2,3.9,3.25,3,1.5,4,2,3,4,3,3,93,614
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,sic,7363,,77.0,Above average,0.5,18,quarterly,3y,2022-12,2022-12-31,monthly_est,5.0,15.0,20.0,15.0,12.2,17.5,,,,1.52,,,,,10,,-6.89,13.01,,,1.09,37.09,28.87,-5.14,11.99,78615233.2,614781821.0,,,,,13.01,13.01,monthly_est,USD,177842000.0,3399000.0,930000.0,91423000.0,686938000.0,0.01,418.26,1.36,0.02,26.58,0.26,,,3.57,,,,2,,,,,,2.25,,,4,,3,3.6,3,2.4,3,,,3.9,,,1,,5,4,4,2.5,2,93,614
MCHB,"HOMESTREET, INC.",Financials,sic,6022,,77.0,Above average,0.43,15,quarterly,2y,2022-12,2022-12-31,monthly_est,5.0,20.0,20.0,,16.3,8.0,leverage_not_applicable,,,0.14,,,,,12,,-18.82,7.79,,,1.04,-44.81,-18.54,-44.81,10.08,114555319.75,518501785.0,211542000.0,,317.92,2.45,7.79,7.79,monthly_est,USD,562147000.0,224404000.0,151576000.0,72828000.0,9364760000.0,,,,0.4,11.84,0.06,,,7.21,,,,2,,,,,,3,,,4,4,3,,,,,,,4.8,,,1,4,0.0,1,2,2.5,2.5,80,656
GD,GENERAL DYNAMICS CORP,Industrials,sic,3730,,76.9,Above average,0.63,15,quarterly,2y,2022-12,2022-12-31,monthly_est,3.8,14.7,17.5,15.3,,18.0,,1.94,2.44,,8.6,10.69,,0.25,12,3.07,,,,,,21.69,12.77,-1.7,7.1,5584922285.8,,3465000000.0,8.79,102.21,,,,,USD,18568000000.0,9243000000.0,8001000000.0,1242000000.0,51585000000.0,,,1.37,0.5,18.26,0.36,,39407000000.0,3.57,73,2,2,,2,3.9,2.6,,3,3,3,4,,4,3,,,2.4,4,,2,,,,,,5,3,4,3,3,92,614
HRL,HORMEL FOODS CORP /DE/,Consumer Staples,sic,2011,,76.9,Above average,0.53,13,quarterly,2y,2022-12,2022-10-31,monthly_est,5.0,20.0,15.6,20.0,11.0,13.0,,,,4.39,,,,,12,,0.81,24.99,,,0.89,-4.67,-2.75,-12.09,5.7,1811439636.81,24993271725.0,856059000.0,,85.61,29.2,24.99,24.99,monthly_est,USD,7535284000.0,3299345000.0,2317238000.0,982107000.0,13306919000.0,,21.0,2.47,0.44,13.27,0.57,,,1.06,,,,2,,,,,,3,,,2.4,3.2,3,,3,4,5,,,3.9,,,1.5,1.2,2,2,3,3,3,94,151
TFC,TRUIST FINANCIAL CORP,Financials,sic,6021,,76.9,Above average,0.37,15,quarterly,2y,2022-12,2022-12-31,monthly_est,7.5,20.0,17.7,,13.5,10.5,leverage_not_applicable,,,19.74,,,,,12,,-2.23,9.85,,,0.71,-23.53,-7.26,-28.93,9.58,7090386286.03,61760525122.0,,,,,9.86,9.85,monthly_est,USD,,43203000000.0,15618000000.0,20295000000.0,555255000000.0,,,,,,,,,7.21,,,,3,,,,,,3,,,3.2,,3,,,,,,,3.9,,,1.5,,1,2,2,2.5,3,79,656
